90.0000	60.0000	30.0000	0.0000
92.0000	62.0000	32.0000	2.0000
93.9978	63.9977	33.9977	3.9977
95.9934	65.9933	35.9933	5.9933
97.9869	67.9868	37.9868	7.9868
99.9785	69.9783	39.9783	9.9783
101.9683	71.9680	41.9680	11.9680
103.9563	73.9559	43.9559	13.9559
105.9426	75.9421	45.9421	15.9421
107.9273	77.9267	47.9267	17.9267
109.9106	79.9098	49.9098	19.9098
111.8924	81.8914	51.8914	21.8915
113.8729	83.8717	53.8717	23.8717
115.8520	85.8507	55.8507	25.8507
117.8300	87.8284	57.8285	27.8285
119.8068	89.8050	59.8050	29.8051
121.7825	91.7804	61.7805	31.7805
123.7572	93.7548	63.7549	33.7550
125.7309	95.7282	65.7283	35.7284
127.7036	97.7006	67.7008	37.7009
129.6755	99.6722	69.6723	39.6724
131.6465	101.6428	71.6430	41.6431
133.6167	103.6127	73.6129	43.6131
135.5861	105.5818	75.5820	45.5822
137.5549	107.5502	77.5504	47.5506
139.5229	109.5178	79.5181	49.5183
141.4904	111.4848	81.4852	51.4854
143.4572	113.4512	83.4516	53.4518
145.4234	115.4170	85.4174	55.4177
147.3891	117.3822	87.3827	57.3830
149.3542	119.3469	89.3474	59.3477
151.3189	121.3111	91.3116	61.3120
153.2831	123.2747	93.2753	63.2757
155.2469	125.2380	95.2386	65.2391
157.2102	127.2008	97.2015	67.2019
159.1731	129.1631	99.1639	69.1644
161.1357	131.1251	101.1259	71.1265
163.0979	133.0867	103.0876	73.0882
165.0598	135.0480	105.0489	75.0496
167.0213	137.0089	107.0099	77.0106
168.9825	138.9695	108.9705	78.9713
170.9435	140.9298	110.9309	80.9317
172.9042	142.8898	112.8909	82.8918
174.8646	144.8495	114.8507	84.8516
176.8247	146.8089	116.8102	86.8112
178.7847	148.7681	118.7695	88.7705
180.7444	150.7271	120.7286	90.7296
182.7039	152.6859	122.6874	92.6885
184.6632	154.6444	124.6460	94.6472
186.6223	156.6027	126.6044	96.6056
188.5812	158.5608	128.5626	98.5639
190.5400	160.5188	130.5206	100.5220
192.4986	162.4765	132.4784	102.4799
194.4571	164.4341	134.4361	104.4376
196.4154	166.3915	136.3936	106.3952
198.3736	168.3488	138.3510	108.3526
200.3316	170.3059	140.3082	110.3099
202.2895	172.2629	142.2652	112.2671
204.2473	174.2198	144.2222	114.2241
206.2050	176.1765	146.1790	116.1810
208.1626	178.1331	148.1357	118.1377
